a cappella,dolce
flack,fire
flag,die
flagellate,cut
flagellation,Yoga
flagellum,cat
flagging,easy
flagitious,gross
flagrant,bad
flagrantly,sadly
flagstone,curb
flail,cut
flair,art
flak,hit
flake off,get
flake,bar
flaky,fey
flam,cog
flambeau,link
flamboyance,dash
flamboyant,busy
flame up,fry
flame,fry
flameproof,proof
flamethrower,gat
flaming,hot
flange,bow
flank,gas
flannel,bull
flap,ado
flapper,cue
flare up,fit
flare,fan
flaring,raw
flash in the pan,dud
flash,air
flashback,rote
flashing,gay
flashy,gay
flask,jar
flat out,dead
flat,3-D
flatfoot,cop
flatland,down
flats,down
flatten,dab
flatter,bow
flatterer,dupe
flattering,kind
flattery,oil
flatulence,gas
flatulent,fat
flatware,forks
flaunt,air
flaunting,gay
flavor,air
flavorless,dead
flavorsome,rich
flaw,bug
flawed,off
flawless,just
flay,dry
flea bitten,dotty
flea market,fair
flea,nit
fleabag,inn
flection,bow
fledge,grow
fledgling,boy
flee,die
fleece,cog
fleeced,needy
fleecy,bushy
fleer,cut
fleet,USN
fleeting,curt
flesh and blood,kin
flesh eater,diner
flesh eating,dining
flesh,fur
fleshly,hot
fleshpots,den
fleshy,fat
fleur-de-lis,bar
flex,bow
flexibility,give
flexible,easy
flexuous,mazy
flexure,bow
flick,3-D
flicker,3-D
flickering,live
flier,Jehu
flight of fancy,fancy
flight path,run
flight,hop
flighty,gay
flimflam,cog
flimsy,cut
flinch,jib
fling off,lip
fling,bat
flint,oak
flinthearted,cold
flinty,set
flip flop,flip
flip of a coin,hap
flip out,glow
flip side,foil
flip,bob
flippancy,lip
flippant,airy
flipped,bats
flipper,fin
flirt,bob
flirtation,ogle
flirtatious,coy
flit,bum
flitter,beat
flitting,mazy
float,bob
floater,bum
floating,fin
flocculent,bushy
flock to,join
flock together,pal
flock,gam
floe,ice
flog,cut
flood the market,job
flood tide,ebb
flood,arc
flooded,awash
floodgate,out
floodlight,arc
floor,bed
floored,beat
floorer,crux
flooring,bed
floorwalker,boss
floozy,drab
flop,bag
flophouse,inn
floppy,lax
Flora,Cora
florescence,blow
florescent,grown
floriculture,blow
florid,busy
florist,baker
floss,fur
flossy,ropy
flotation,debut
flotilla,USN
flotsam and jetsam,junk
flounce,bob
flounder,mar
flour,dot
flourish,air
flourishing,fat
flout,cut
flow on,dip
flow,bag
flower bed,bed
flower child,freak
flower power,vim
flower,bud
flowered,beaded
flowering,fat
flowers,ana
flowery,busy
flowing,back
fluctuate,bob
fluctuating,mazy
fluctuation,low
flue,air
fluency,run
fluent,apt
fluently,glibly
fluff,air
fluffy,airy
fluid,air
fluidity,flow
fluidize,cut
fluke,hap
fluky,odd
flume,bed
flummery,rant
flummox,bug
flump,pad
flunk,bust
flunkey,gofer
flunky,cog
fluorescence,wisp
fluoroscopy,radiology
flurry,ado
flush,SRO
flushed,hot
fluster,ado
flustered,fou
flute,coo
fluted,cut
flutter,ado
fluttering,hum
fluttery,gaga
flux and reflux,ebb
flux,add
fluxional,mazy
fly in the ointment,bad
fly off the handle,flip
fly the coop,flee
fly-by-night,dying
flyblown,foul
flyer,Jehu
Flying Dutchman,gad
flying start,dawn
flying,back
flyleaf,back
flyover,line
flyspeck,ace
flyweight,pug
flywheel effect,hum
foal,cub
foam,air
foaming at the mouth,mad
foamy,airy
focal,arch
focus on,cite
focus,fix
fodder,bed
foggy,dim
foghorn,SOS
fogy,dad
fogyish,senile
foible,bug
foil,cut
foist,dupe
fold,bar
folder,folio
folderol,bit
foliated,filmy
foliation,census
folio,back
folk hero,hero
folk singer,bard
folk,men
folklore,lore
folks,get
folksiness,ease
folksy,easy
folktale,gest
folkway,air
follicle,cod
follow through,coda
follow up,dog
follow,ape
follower,cog
following,fan
folly,goof
foment,fan
fomentation,row
fond of,mad on
fond,mad
fondle,hug
fondling,pet
fondness,sex
font,cap
food,pap
foofaraw,ado
fool around,toy
fool away,blow
fool notion,fad
fool,ass
foolable,easy
foolery,cut
foolhardy,bold
foolheaded,mad
fooling,jape
foolish,dim
foolishness,bull
foolproof,safe
foot candle,lux
foot dragging,lax
foot soldier,grunt
foot,add
footage,span
foothills,brae
foothold,hug
footing,bed
footloose and fancy-free,free
footnote,item
footprint,pad
footrest,hold
footslog,hop
footsore,weak
footstep,hop
footstone,cup
footwork,hiking
foozle,err
for all practical purposes,say
for example,thus
for good,aye
for keeps,aye
for love,free
for nothing,free
for real,down
for the most part,even
for the time being,now
forage,dig
foray,gut
forbear,bear
forbearance,shy
forbearing,lax
forbid,ban
forbidden fruit,ban
forbidden,taboo
forbidding,bad
force from,rip
force majeure,vim
force of habit,use
force upon,ply
force,arm
forced march,hike
forced,blind
forceful,acid
forcefully,firmly
forceless,soft
forcemeat,game
forces,men
forcible,acid
ford,bar
fore,lap
forearm,arm
forearmed,agog
forebears,guide
forebode,bode
foreboding,bad
forecast,cast
forecasting,omen
foreclose,bar
foreclosure,halt
forefront,lap
foreglimpse,forerun
foregoing,fore
foreground,lap
forehand,fore
forehanded,canny
foreign affairs,detente
foreign policy,detente
foreign,odd
foreigner,alien
foreknowledge,grip
foreman,boss
foremost,arch
forensics,oratory
forepaw,dog
forerun,lead
forerunner,duce
foresee,see
foreseeable,apt
foreseeing,acute
foreseen,due
foreshadow,bode
foreshorten,bob
foreshow,bode
foreshown,augured
foresight,ESP
foresighted,acute
forest god,Pan
forest ranger,saver
forest,bed
forestall,bar
forestalling,shy
forested,bosky
forester,piny
forestry,bush
foretaste,whet
foretell,bode
forethought,TLC
forethoughted,acute
foretoken,bode
forever and a day,aye
forever,aye
forewarn,bode
forewarned,agog
forewarning,caveat
foreword,lap
forfeit,fee
forfeited,gone
forfeiture,cost
forgather,clot
forge ahead,head
forge,cut
forged,cast
forger,ape
forgery,copy
forget it,nix
forget,fail
forgetful,lax
forgetfulness,lethe
forgivable,venial
forgive,free
forgiven,spared
forgiveness,pity
forgiving,lax
forgo,cede
forgone,ceded
forgotten,ago
fork out,pay
fork over,hand
fork,cup
forked,bent
forlorn,sad
form,SOP
formal,set
formalist,poser
formalistic,anal
formalities,mores
formality,act
formalize,cut
format,cut
formation,cut
formative,root
former,old
formidable,dire
formless,hazy
formula,act
formulary,act
formulate,lip
formulation,form
fornicate,lay
fornication,ass
forsake,deny
forsaken,free
forsooth,truly
forswear,cede
forsworn,ceded
Fort Knox,bank
forte,bag
forth,for
forthcoming,exit
forthright,due
forthwith,PDQ
fortification,bank
fortify,arm
fortissimo,full
fortitude,grit
fortnight,day
fortnightly,daily
fortress,fort
fortuitous,odd
fortuity,hap
fortunate,fit
fortune tell,dope
fortune teller,seer
fortune,cup
forum,gym
forward looking,mod
forward motion,run
forward pass,lob
forward,aid
fosse,cut
fossil,dad
fossilize,age
fossilized,set
foster,aid
fosterage,care
foul language,filth
foul matter,pus
foul mouthed,blue
foul play,foul
foul tongued,blue
foul up,dub
foul,bad
fouled,foul
found wanting,off
found,bed
foundation garment,arm
foundation,bed
founded on,held
founder,die
foundering,down
foundling,find
fountain,jet
fountainhead,font
four flush,act
fourscore,dozen
foursome,bout
foursquare,four
fourth class,base
fourth estate,UPI
fourth,note
fowl,dog
fox fire,fire
fox trot,get
foxhole,den
foxy,bay
foyer,home
fracas,ado
fraction,dole
fractionate,emit
fractious,con
fracture,col
fragile,puny
fragility,cachexy
fragment,ace
fragrance,balm
fragrant,balmy
fraidy cat,baby
frail,ill
frailty,bug
frame of reference,eye
frame up,fake
frame,cue
framework,eye
franc,kip
franchise,aye
Franciscan,yogi
frangible,puny
frank,RFD
Frankenstein,ogre
frankfurter,dog
frankly,openly
frankness,gush
frantic,mad
frantically,hotly
fraternal,good
fraternity,set
fraternization,fusion
fraternize,pal
fratricide,suicide
Frau,Eve
fraud,gyp
fraudulence,gyp
fraudulent,bent
fraught,taut
Fraulein,Mme
fray,cut
frayed,dowdy
frazzle,cut
frazzled,done
freak out,wow
freak,bee
freakish,fey
freckle,bar
freckled,dotty
free and clear,own
free and easy,gay
free choice,say
free enterprise,line
free hand,way
free lance,gun
free love,sex
free spoken,free
free will,say
free,gay
free-for-all,ado
freebie,free
freeboot,gut
freeborn,free
freed,free
freedom,ease
freehand,open
freehold,sod
freeing,leak
freeloader,beat
freely,free
freemasonry,fusion
freethinker,liberal
freethinking,liberal
freeway,row
freewheeling,neutral
freeze dry,dry
freeze out,ban
freeze to,hug
freeze,awe
freezer,can
freezing point,nip
freezing,icy
freight,bag
freighted,laden
freighter,ark
French horn,lur
French leave,cut
frenetic,mad
frenzied,mad
frenzy,fan
frequency band,ray
frequency,CPS
frequent,many
frequenter,fan
frequently,oft
fresco,dab
fresh start,dawn
fresh,new
freshen,air
freshman,deb
fret,ail
fretful,curt
fretfulness,stew
fretted,knit
fretting,edgy
fretwork,net
Frey,Bor
Freya,Bor
friable,crimp
friar,monk
fribble,bit
fricassee,fry
friction,jar
frictionless,akin
fried,lit
friend at court,VIP
friend,man
friendless,lone
friendly,sib
friendship,love
frieze,beak
Frigg,Bor
fright,awe
frighten,awe
frightened,edgy
frightening,dire
frightful,foul
frightfully,very
Frigid Zones,clime
frigid,icy
frill,fat
frilly,gay
fringe,hem
frippery,bit
frisk,bob
frisky,gay
frith,arm
fritter,blow
frivolity,fun
frivolous,airy
frizzle,fry
frock,rag
froggy,snaky
frogman,gob
frolic,joy
frolicsome,gay
from,for
frond,bine
frondeur,crab
front line,DMZ
front man,lap
front matter,lap
front position,prelude
front runner,van
front,CAT
frontage,fix
frontal,lap
frontier,end
frontiersman,piny
frontispiece,lap
frost,cap
frostbite,cut
frosted,icy
frosting,jam
frosty,icy
froth,air
frothing at the mouth,mad
frothy,gay
froufrou,fuss
froward,balky
frown,ban
frowning,dark
frowsty,bad
frowsy,lax
frowzy,bad
frozen,ice
fructify,bear
fructuous,fit
frugal,low
frugality,care
fruit,fag
fruitarian,diner
fruitful,lush
fruition,fun
fruitless,dry
fruitlike,herby
fruity,mad
frump,hag
frumpish,poky
frustrate,bar
frustrated,cold
frustration,balk
fryer,cub
fuddle,bug
fuddled,lit
fuddy duddy,dad
fudge,cog
fuel oil,benzine
fuel,gas
fugacious,dying
fugacity,death
fugitive,hot
fugleman,ace
fugue,daze
fuhrer,czar
fulcrum,arm
fulfil,keep
fulfill,bear
fulfillment,care
full blast,vim
full blooded,hale
full bloom,blow
full bodied,fat
full circle,lap
full fledged,aged
full grown,aged
full house,ace
full measure,cram
full of beans,fit
full scale,full
full scope,way
full stop,ebb
full swing,way
full tilt,lively
full time,bit
full,SRO
fullback,end
fullness,beam
fulminate against,hex
fulminate,oil
fulsome,bad
fumble,mar
fumbled,muffed
fumbling,gawky
fume,ado
fumigant,toxic
fumigate,boil
fumigation,hygiene
fuming,aery
fun fair,casino
function,act
functional,pro
functionary,fed
functioning,act
fund,aid
fundament,bed
fundamental,bed
fundamentalism,rigor
fundamentalist,dour
fundamentally,dead
funds,fund
funebrial,dark
funeral march,jog
funeral,line
funereal,sad
fungicide,toxic
fungus,bug
funicular,ropy
funk,awe
funky,bad
funnel shaped,sunk
funnel,cop
funny,fey
funnyman,wag
furbelow,hem
furbish,fix
furbished,glace
furcate,zag
furfuraceous,fine
Furies,Fury
furious,mad
furiously,amain
furlough,can
furnace,jet
furnish,arm
furnishing,fit
furnishings,kit
furniture,kit
furor,bug
furore,ado
furrier,baker
furrow,col
furrowed,cut
further,aid
furtherance,aid
furthermore,too
furthest,most
furtive,sly
furtiveness,craft
furuncle,sty
fury,cat
fuse,add
fused,one
fusillade,bat
fusion,meld
fuss,ado
fussy,busy
fust,age
fustian,rant
fustigate,cut
fusty,bad
futile,bad
futility,no go
future,cup
futuristic,fatal
futurity,loom
fuzz,air
fuzzy,dim
G man,FBI
gabble,caw
gabby,flip
gad about,bum
gadabout,gad
gadfly,gad
gadget,tool
Gaea,Ate
gaffer,boss
gaga,mad
gage,DET
gaggle,caw
gaiety,joy
gain the day,win
gain upon,lap
gain,bag
gainer,dive
gainful,fat
gains,get
gainsay,deny
gait,bat
gala,gay
galactic,huge
galaxy,jam
gale,air
gall,ail
gallant,fop
gallantry,ten
galled,raw
galleon,cat
gallery,bed
galley slave,fag
galley,blue
galling,pesky
gallivant,bat
gallop,get
galloping,fast
gallows,drop
galoot,gee
galore,fat
galvanic,heady
galvanize,fire
gambit,art
gamble on,know
gamble,bet
gambler,tout
gambling house,spa
gambling,play
gambol,bob
gambrel,ham
game warden,saver
game,Pit
gamecock,goon
games,bout
gamesmanship,art
gamesome,gay
gamic,sex
gamin,bum
gamma ray,ray
gammon,act
gamut,hum
gamy,bad
gander,dog
gang around,clot
gang up on,hit
gang,gam
gangling,bony
ganglion,axon
gangplank,way
gangrene,pus
gangrened,bad
gangster,goon
gangway,way
ganja,DET
gantlet,dare
gaol,jug
gape,col
gaping,cut
garb,air
garbage dump,bog
garbage,crap
garble,bias
garbled,tin
garcon,boy
Garden of Eden,Eden
garden variety,pure
garden,ana
gardener,boy
gardening,blow
Gargantuan,epic
gargle,bib
gargoyle,bag
garish,raw
garland,ana
garment,arm
garments,rig
garner,mow
garnish,deck
garnished,beaded
garnishment,levy
garrison state,duarchy
garrison,arm
garrote,burn
garrulous,flip
gas chamber,drop
gasbag,jay
gasconade,blow
gaseous,cut
gash,col
gasify,emit
gasket,eye
gaslike,aery
gaslit,lit
gasoline,gas
gasp,coo
gasser,fad
gassy,big
gastric juice,bile
gastric,anal
gastritis,gout
gastronome,diner
gate crasher,guest
gate,bar
gateau,cake
gatehouse,hut
gatepost,door
gateway,door
gather around,clot
gather,cut
gathered,cast
gathering clouds,owl
gathering,gob
gauche,raw
gaucherie,flub
gaucho,rider
gaudiness,dash
gaudy,raw
gauge,log
gauging,view
gaunt,dry
gauntlet,dare
gauze,fog
gauzy,airy
gawk,ass
gawky,bony
gay deceiver,rip
gay dog,rip
gaze,eye
gazebo,arbor
gazelle,doe
gazette,rag
gazetteer,atlas
gazpacho,soup
gear to,fit
gear,arm
geared,apt
geezer,elder
Geiger counter,ion counter
gelatin,arc
gelatinous,ropy
geld,fix
gelded,dry
gelding,dud
gelid,ice
gelt,oof
geminate,copy
Gemini,ATS
gendarme,cop
gene,DNA
general public,men
general store,mart
general,ADC
generality,par
generalization,cliche
generalize,infer
generally,say
generalship,arms
generate,get
generation,age
generative,basal
generator,cap
generic,bland
generosity,flow
generous,big
generously,amply
genesis,dawn
genetic disease,signs
genetic,born
genetics,DNA
genial,easy
geniality,bliss
genie,gyre
genital,genial
genitals,bag
genitor,dad
genius,ace
genocide,sin
genotype,DNA
genre,cut
genteel,braw
gentile,goy
gentility,rank
gentle,bed
gentleman,boy
gentlemanly,bull
gentleness,calm
gentlewoman,Eve
gently,low
gentry,men
genuflect,bob
genuflection,bob
genuine,free
genuinely,truly
genus,ilk
geodetic,metric
geodetics,geodesy
geographic,areal
geographical,areal
geography,Gaea
geophysics,optics
geoponics,tilth
germ cell,ass
germ,bud
German measles,flu
germane,sib
germicide,toxic
germinal,thin
germinate from,hang on
germinate,bud
Geronimo,levy
gerontic,weak
gerrymander,plot
gerrymandering,gyp
gest,act
gestalt,form
Gestapo,FBI
gestate,set
gesticulation,beck
gesture,air
get across,give
get ahead,wax
get along,age
get around,beg
get at,buy
get away with,down
get away,beg
get back at,swap
get back,ransom
get by,bear
get cracking,hump
get even with,fix
get going,get
get hold of,dig
get in touch with,raise
get in,get
get it over,cap
get off,blow
get on,age
get out of,beg
get out,get
get over,ebb
get rid of,end
get the better of,fix
get the hang of,dig
get the picture,dig
get through,cap
get to be,get
get to,buy
get together,ally
get up,mix
get well,mend
get with it,act on
get-up-and-go,pep
getaway,lam
getup,pep
gewgaw,bat
geyser,jet
ghastly,bad
ghetto dwellers,outcasts
ghetto,core
ghettoize,gin
ghost story,fib
ghost,oni
ghostly,wan
ghostwrite,ghost
ghoul,gyre
ghoulish,agog
giant,epic
gibber,gab
gibbering,drone
gibberish,bunk
gibbous,bandy
gibe,cut
giblets,leg
giddy,fou
gift of gab,gush
gift,box
gifted,ace
gigantic,big
giggle,boff
gigolo,man
gild,dab
gilded,buff
gill,gap
gilt edged,super
gilt,hog
gimcrack,bat
gimmick,art
gin mill,bar
ginger,nip
gingerbread,fat
gingerly,shy
gingivitis,gout
giraffe,doe
gird,hem
girdle,arm
girl friend,ace
girl watcher,seer
girl,Eve
girlish,airy
girth,bar
gist,nub
give a hand,aid
give a lift,aid
give away,rat
give back,fail
give birth to,bear
give birth,pup
give ground,retire
give in,hand
give notice,tip
give off,blow
give out,air
give over,end
give thanks,pray
give the gate,can
give the word,bid
give up,cede
give way to,favor
give way,aye
give,act
give-and-take,deal
giveaway,cut
given,apt
giving,free
gizmo,tool
gizzard,gut
glabrous,bald
glacial,ice
glacier,ice
glacis,bank
glad,gay
gladden,bless
glade,bog
gladiator,goon
gladness,joy
gladsome,gay
glair,egg
glamorize,adorn
glamorous,chic
glamour,hex
glance at,flip
glance,dap
glancing,lee
glandular,gut
glare,cry
glaring,raw
glass cutting,burr
glass,ice
glasses,specs
glasshouse,arbor
glassware,pane
glassy,icy
glaucoma,sty
glaucous,ivy
glaze,dab
glazed,glace
gleam,ray
gleaming,aglow
glean,cut
gleaning,ana
glee,fun
gleeful,gay
gleet,pus
glen,gap
glibness,gush
glide,fly
glim,sun
glimmer,cue
glimmering,cue
glimpse,ken
glint,beam
glissade,fly
glissando,skid
glisten,glow
glistening,shiny
glitter,dash
glittering,gay
gloaming,dim
gloat over,joy
gloat,eye
global,orb
globate,orb
globe trot,fare
globe trotter,fare
globe,gob
globular,orb
globule,gob
glockenspiel,gong
gloom,dim
gloominess,gloom
gloomy,bad
glop,gel
gloppy,foul
Gloria,Pax
glorification,laud
glorified,big
glorify,hail
glorious,fou
glory,joy
gloss over,nod
gloss,dab
glossal,lax
glossary,key
glossematics,grammar
glossy,Xerox
glottal,lax
glove,dare
glow,fry
glower,mow
glowering,dark
glowing,gay
glowworm,blink
glue,fix
gluey,firm
glum,low
glut,irk
gluten,gel
glutinous,ropy
glutted,full
glutton,ape
gluttonous,high
gluttony,ira
glyph,boss
glyphic,cut
glyptic,burr
gnarl,bow
gnarled,bent
gnash,cud
gnat,dot
gnaw,ail
gnawing,nip
gneiss,crag
gnome,Mab
gnomic,cut
gnominious,odd
go about,bum
go after,dog
go against,clash
go ahead,nod
go all out,hump
go along with,nod
go along,hie
go around in circles,lap
go around,ebb
go astray,err
go at,hit
go away,die
go back on,fail
go back over,mind
go back,back
go before,lap
go between,tie
go beyond,pass
go down,bow
go far,rise
go for broke,see out
go for,aim
go getter,doer
go go,hep
go in for,use
go in with,join
go into,air
go off half cocked,ad-lib
go off,die
go on and on,drag
go on,act
go one better,cap
go out,die
go over big,pass
go over,con
go overboard,overdo
go places,rise
go slow,drag
go straight,lard
go the limit,overdo
go through the motions,act
go through,cut
go to bed,bed
go to extremes,puff
go to great lengths,not rest
